Front,Back,Right,LeftRPM,RightRPM,Command
106,167,58,0.0,0.0,1
110,255,58,11190.0,0.0,1
110,255,58,0.0,0.0,1
110,255,49,0.0,0.0,1
110,255,49,0.0,0.0,1
110,255,49,0.0,0.0,1
110,255,50,0.0,0.0,1
112,255,50,0.0,0.0,1
112,255,50,0.0,0.0,1
112,255,49,0.0,0.0,1
102,255,49,0.0,0.0,1
102,255,49,0.0,0.0,1
102,255,53,0.0,0.0,1
102,255,53,0.0,0.0,1
102,128,53,0.0,0.0,1
102,128,61,0.0,0.0,1
95,128,61,0.0,0.0,1
95,255,61,0.0,0.0,1
95,255,58,0.0,0.0,1
90,255,58,0.0,0.0,1
90,126,58,0.0,0.0,1
90,126,56,0.0,0.0,1
116,255,56,0.0,0.0,1
116,255,58,0.0,0.0,1
95,255,58,0.0,0.0,1
95,83,58,0.0,0.0,1
95,83,48,0.0,0.0,1
103,83,48,0.0,0.0,1
103,77,48,0.0,0.0,1
103,77,54,0.0,0.0,1
90,77,54,0.0,0.0,1
90,75,54,0.0,0.0,1
90,73,48,630.0,0.0,1
90,73,48,570.0,0.0,1
90,74,48,0.0,0.0,1
90,74,53,0.0,0.0,1
91,74,53,0.0,0.0,1
91,74,53,0.0,0.0,1
91,74,45,0.0,0.0,1
102,74,45,0.0,0.0,1
102,74,45,0.0,0.0,1
102,74,49,0.0,0.0,1
102,74,49,0.0,0.0,1
102,74,49,0.0,0.0,1
91,74,49,0.0,0.0,1
91,74,49,0.0,0.0,1
91,74,49,0.0,0.0,1
91,74,49,0.0,0.0,1
91,74,49,0.0,0.0,1
91,74,49,0.0,0.0,1
102,74,49,0.0,0.0,1
102,74,49,0.0,0.0,1
102,74,49,0.0,0.0,1
92,74,49,0.0,0.0,1
92,74,49,0.0,0.0,1
92,74,49,0.0,0.0,1
91,74,49,0.0,0.0,1
91,73,49,0.0,0.0,1
91,73,50,0.0,0.0,1
90,73,50,0.0,0.0,1
90,74,50,0.0,0.0,1
90,74,50,0.0,0.0,1
91,74,50,0.0,0.0,1
91,74,50,0.0,0.0,1
91,73,49,0.0,0.0,1
90,73,49,0.0,0.0,1
90,74,49,0.0,0.0,1
90,74,50,0.0,30.0,1
90,74,50,0.0,0.0,1
90,74,50,0.0,0.0,1
90,74,50,0.0,0.0,1
90,74,50,0.0,0.0,1
90,74,49,0.0,0.0,1
90,74,49,0.0,0.0,1
90,74,49,0.0,0.0,1
90,73,50,0.0,0.0,1
90,74,50,0.0,0.0,1
90,74,50,0.0,0.0,1
90,74,50,0.0,0.0,1
90,74,50,0.0,0.0,1
90,74,50,0.0,0.0,1
90,74,49,0.0,0.0,1
89,74,49,0.0,0.0,1
89,73,49,0.0,0.0,1
89,73,50,0.0,0.0,1
90,73,50,0.0,30.0,1
90,73,50,0.0,0.0,1
90,74,47,0.0,0.0,1
89,73,47,0.0,0.0,1
89,74,47,0.0,0.0,1
89,74,50,0.0,0.0,1
89,74,50,0.0,0.0,1
89,74,50,0.0,0.0,1
90,74,50,0.0,0.0,1
90,74,50,0.0,0.0,1
90,74,50,0.0,0.0,1
90,74,50,0.0,0.0,1
90,74,50,0.0,0.0,1
90,74,50,0.0,0.0,1
90,74,50,0.0,0.0,1
90,74,50,0.0,0.0,1
90,74,50,0.0,30.0,1
90,74,50,0.0,30.0,1
90,74,50,0.0,0.0,1
90,74,50,0.0,0.0,1
96,74,50,0.0,0.0,1
96,74,50,0.0,0.0,1
96,74,50,0.0,0.0,1
89,74,50,0.0,0.0,1
89,74,50,0.0,0.0,1
89,74,49,0.0,0.0,1
90,74,49,0.0,0.0,1
90,74,49,0.0,0.0,1
90,74,54,0.0,0.0,1
91,73,54,0.0,0.0,1
91,73,54,0.0,0.0,1
89,73,54,0.0,0.0,1
89,73,54,0.0,0.0,1
89,73,54,0.0,0.0,1
88,73,54,0.0,0.0,1
88,73,54,0.0,0.0,1
88,73,55,0.0,0.0,1
88,73,55,0.0,0.0,1
88,73,55,0.0,0.0,1
88,73,55,0.0,0.0,1
89,73,55,0.0,0.0,1
89,73,55,0.0,0.0,1
89,73,55,0.0,0.0,1
89,73,55,0.0,0.0,1
89,73,55,0.0,0.0,1
89,73,54,0.0,0.0,1
89,73,54,0.0,0.0,1
89,73,54,0.0,0.0,1
89,73,54,0.0,0.0,1
89,73,54,0.0,0.0,1
89,73,55,0.0,0.0,1
89,73,55,0.0,0.0,1
89,73,55,0.0,0.0,1
89,73,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,54,0.0,0.0,1
88,72,54,0.0,0.0,1
88,72,54,0.0,0.0,1
88,72,54,0.0,0.0,1
88,72,54,0.0,0.0,1
88,72,54,0.0,0.0,1
88,73,54,0.0,0.0,1
88,73,54,0.0,0.0,1
88,73,54,0.0,0.0,1
88,73,55,0.0,0.0,1
88,73,55,0.0,0.0,1
88,73,55,0.0,0.0,1
88,73,55,0.0,0.0,1
89,73,55,0.0,0.0,1
89,73,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
89,72,55,0.0,0.0,1
89,72,55,0.0,0.0,1
89,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,73,55,0.0,0.0,1
89,73,55,0.0,0.0,1
89,73,55,0.0,0.0,1
89,73,55,0.0,0.0,1
88,73,55,0.0,0.0,1
88,73,55,0.0,0.0,1
88,73,55,0.0,0.0,1
88,73,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,68,55,0.0,0.0,1
88,68,55,0.0,0.0,1
88,68,55,0.0,0.0,1
88,68,55,0.0,0.0,1
88,68,55,0.0,0.0,1
88,68,55,0.0,0.0,1
88,68,55,0.0,0.0,1
88,68,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,30.0,1
88,72,55,0.0,30.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,60.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,30.0,1
88,72,55,0.0,30.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,1
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,60.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,30.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,30.0,4
88,72,55,0.0,0.0,4
88,72,55,0.0,0.0,4
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,232,55,0.0,0.0,1
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
89,72,55,0.0,0.0,2
89,72,55,0.0,0.0,2
89,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,2
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,55,0.0,0.0,3
88,72,54,0.0,0.0,3
88,18,54,0.0,0.0,3
88,16,54,0.0,0.0,3
88,16,55,0.0,0.0,3
95,16,55,0.0,0.0,3
95,16,55,0.0,0.0,3
95,16,55,0.0,0.0,3
90,16,55,0.0,0.0,3
90,73,54,0.0,0.0,3
108,73,54,0.0,0.0,3
108,73,54,0.0,0.0,3
108,73,55,0.0,0.0,3
90,73,55,0.0,0.0,3
90,73,55,0.0,0.0,3
90,73,55,0.0,0.0,3
90,73,55,0.0,0.0,3
90,73,55,0.0,0.0,3
90,73,55,0.0,0.0,3
95,73,55,0.0,0.0,3
95,16,55,0.0,0.0,3
95,16,55,0.0,0.0,3
96,16,55,0.0,0.0,3
96,72,55,0.0,0.0,3
96,72,55,0.0,0.0,3
89,72,55,0.0,0.0,3
89,73,55,0.0,0.0,3
89,73,54,0.0,0.0,3
92,73,54,0.0,0.0,3
92,74,54,0.0,0.0,3
108,74,53,0.0,0.0,3
108,74,53,0.0,0.0,3
108,74,50,0.0,0.0,3
104,74,50,0.0,0.0,3
104,74,50,0.0,0.0,3
104,74,50,0.0,0.0,3
104,74,50,0.0,0.0,3
104,74,50,0.0,0.0,3
104,74,50,0.0,0.0,3
103,74,50,0.0,0.0,3
103,74,50,0.0,0.0,3
103,74,46,0.0,0.0,3
104,74,46,0.0,0.0,3
104,74,46,0.0,0.0,3
104,74,45,0.0,0.0,3
104,74,45,0.0,0.0,3
104,74,45,0.0,0.0,3
104,74,45,0.0,0.0,3
104,74,45,0.0,0.0,3
104,74,45,0.0,0.0,3
103,74,45,0.0,0.0,3
103,74,45,0.0,0.0,3
103,74,45,0.0,0.0,3
103,74,45,0.0,0.0,3
103,74,45,0.0,0.0,3
103,74,45,0.0,0.0,3
103,74,45,0.0,0.0,3
103,74,45,0.0,0.0,3
103,74,45,0.0,0.0,3
103,74,45,0.0,0.0,3
103,74,45,0.0,0.0,3
103,74,45,0.0,0.0,3
103,74,45,0.0,0.0,3
103,74,45,0.0,0.0,3
103,74,47,0.0,0.0,3
103,74,47,0.0,0.0,3
103,74,47,0.0,0.0,3
103,74,47,0.0,0.0,3
103,74,47,0.0,0.0,3
103,74,47,0.0,0.0,3
103,74,47,0.0,0.0,3
103,74,47,0.0,0.0,3
103,74,46,0.0,0.0,3
103,74,46,0.0,0.0,3
103,74,46,0.0,0.0,3
103,74,47,0.0,0.0,3
103,74,47,0.0,0.0,3
103,74,47,0.0,0.0,3
103,74,46,0.0,0.0,3
103,74,46,0.0,0.0,3
103,74,46,0.0,0.0,3
103,74,47,0.0,0.0,3
103,74,47,0.0,0.0,3
79,56,77,0.0,0.0,1
79,56,77,0.0,0.0,1
79,56,77,0.0,0.0,1
79,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,77,0.0,0.0,1
80,56,77,0.0,0.0,1
80,56,77,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,77,0.0,0.0,1
80,56,77,0.0,0.0,1
80,56,77,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,63,76,0.0,0.0,1
80,63,77,0.0,0.0,1
84,63,77,0.0,0.0,1
84,56,77,0.0,0.0,1
84,56,76,0.0,0.0,1
79,56,76,0.0,0.0,1
79,56,76,0.0,0.0,1
79,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
7,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
79,56,76,0.0,0.0,1
79,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,30.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,60.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,60.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,77,0.0,0.0,1
4,56,76,0.0,0.0,1
4,56,76,0.0,0.0,1
4,56,76,0.0,0.0,1
4,56,76,0.0,0.0,1
4,56,76,0.0,0.0,1
4,56,76,0.0,0.0,1
3,56,76,0.0,0.0,1
3,56,76,0.0,0.0,1
3,56,76,0.0,0.0,1
3,56,76,0.0,0.0,1
3,56,76,0.0,0.0,1
4,56,76,0.0,0.0,1
4,56,76,0.0,0.0,1
4,56,76,0.0,0.0,1
4,56,76,0.0,0.0,1
4,56,76,0.0,0.0,1
4,56,77,0.0,0.0,1
3,56,77,0.0,0.0,1
3,56,77,0.0,0.0,1
3,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
81,56,76,0.0,30.0,1
81,56,76,0.0,0.0,1
81,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,30.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,60.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,77,0.0,0.0,1
81,56,77,0.0,0.0,1
81,59,77,0.0,0.0,1
81,59,76,0.0,30.0,1
80,59,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,77,0.0,0.0,1
80,56,77,0.0,0.0,1
80,58,77,0.0,0.0,1
80,58,76,0.0,60.0,1
80,58,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
81,56,76,0.0,0.0,1
81,56,76,0.0,30.0,1
81,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,57,76,0.0,60.0,1
80,57,76,0.0,0.0,1
80,57,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,77,0.0,0.0,1
80,56,77,0.0,0.0,1
80,56,77,0.0,60.0,1
80,56,76,0.0,30.0,1
80,56,76,0.0,60.0,1
80,57,76,0.0,0.0,1
80,57,76,0.0,0.0,1
81,57,76,0.0,0.0,1
81,56,76,0.0,0.0,1
81,56,77,0.0,60.0,1
81,56,77,0.0,60.0,1
80,56,77,0.0,0.0,2
80,56,77,0.0,0.0,2
80,56,76,0.0,0.0,2
80,56,76,0.0,0.0,2
80,56,76,0.0,0.0,2
80,56,76,0.0,0.0,2
80,56,76,0.0,0.0,2
80,59,76,0.0,0.0,2
80,59,76,0.0,0.0,2
80,56,76,0.0,0.0,2
80,56,76,0.0,0.0,2
81,56,76,0.0,0.0,2
81,57,76,0.0,30.0,2
81,57,76,0.0,30.0,2
80,57,76,0.0,0.0,2
80,57,76,0.0,30.0,2
80,57,77,0.0,30.0,2
80,57,77,0.0,30.0,2
80,56,77,0.0,0.0,2
80,56,76,0.0,30.0,2
80,56,76,0.0,240.0,2
80,56,76,0.0,30.0,2
80,57,76,0.0,300.0,2
80,56,76,0.0,30.0,2
80,57,76,0.0,0.0,2
80,57,76,0.0,30.0,2
80,57,76,0.0,30.0,2
80,57,76,0.0,0.0,2
80,58,76,0.0,0.0,2
80,56,76,0.0,0.0,2
80,56,76,0.0,30.0,2
80,56,76,0.0,0.0,2
80,57,76,0.0,0.0,2
80,57,77,0.0,60.0,2
81,56,77,0.0,30.0,2
81,57,77,0.0,0.0,2
81,57,76,0.0,0.0,2
81,57,76,0.0,30.0,2
81,56,76,0.0,0.0,2
81,56,77,0.0,0.0,2
80,56,77,0.0,30.0,2
80,56,77,0.0,0.0,2
80,56,76,0.0,0.0,2
81,57,76,0.0,0.0,2
81,57,76,0.0,30.0,2
81,57,77,0.0,90.0,2
80,56,77,0.0,0.0,3
80,56,77,0.0,0.0,3
80,56,77,0.0,0.0,3
80,56,76,0.0,0.0,3
80,56,76,0.0,0.0,3
80,56,76,0.0,0.0,3
80,56,76,0.0,0.0,3
80,56,76,0.0,0.0,3
80,56,76,0.0,0.0,3
80,56,76,0.0,0.0,3
81,56,76,0.0,0.0,3
81,56,76,0.0,30.0,3
80,56,77,0.0,30.0,3
80,56,76,0.0,0.0,4
81,56,76,0.0,30.0,4
81,56,77,0.0,0.0,4
81,56,77,0.0,0.0,4
81,56,77,0.0,30.0,4
81,56,76,0.0,0.0,4
80,56,76,0.0,0.0,4
80,56,76,0.0,0.0,4
80,56,77,0.0,0.0,1
80,56,77,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
80,56,76,0.0,0.0,1
